Year,Jurisdiction,Category,Stream,Management,Fate,Tonnes,Core or non-core
"2010-2011","Tas","Glass","C&I","Recycling","Recycling","2055","Core waste"
"2010-2011","Tas","Glass","MSW","Landfill","Disposal","8809","Core waste"
"2010-2011","Tas","Glass","MSW","Recycling","Recycling","14907","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Landfill","Disposal","3832.01569619486","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Other disposal","Disposal","0.292908219315824","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Recycling","Recycling","25.5551911581815","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Treatment","Disposal","51.195589731382","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2010-2011","Tas","Hazardous wastes","C&D","Treatment","Recycling","204.067726711101","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","2797.42006418013","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Landfill","Disposal","52776.726804822","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Other disposal","Disposal","441.908940632974","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Recycling","Recycling","191864.149595561","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Treatment","Disposal","3966.49705201178","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Treatment","Energy recovery","36.2898524425915","Core waste"
"2010-2011","Tas","Hazardous wastes","C&I","Treatment","Recycling","20843.4539004522","Core waste"
"2010-2011","Tas","Metals","C&D","Landfill","Disposal","1380","Core waste"
"2010-2011","Tas","Metals","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Metals","C&I","Landfill","Disposal","5815","Core waste"
"2010-2011","Tas","Metals","C&I","Recycling","Recycling","11045","Core waste"
"2010-2011","Tas","Metals","MSW","Landfill","Disposal","6184","Core waste"
"2010-2011","Tas","Metals","MSW","Recycling","Recycling","1474","Core waste"
"2010-2011","Tas","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Organics","C&D","Landfill","Disposal","2846","Core waste"
"2010-2011","Tas","Organics","C&D","Landfill","Energy recovery","257","Core waste"
"2010-2011","Tas","Organics","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Organics","C&I","Landfill","Disposal","75879","Core waste"
"2010-2011","Tas","Organics","C&I","Landfill","Energy recovery","14918","Core waste"
"2010-2011","Tas","Organics","C&I","Recycling","Recycling","15997","Core waste"
"2010-2011","Tas","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Organics","MSW","Landfill","Disposal","80300","Core waste"
"2010-2011","Tas","Organics","MSW","Landfill","Energy recovery","16548","Core waste"
"2010-2011","Tas","Organics","MSW","Recycling","Recycling","27934","Core waste"
"2010-2011","Tas","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Paper & cardboard","C&D","Landfill","Disposal","940","Core waste"
"2010-2011","Tas","Paper & cardboard","C&D","Landfill","Energy recovery","224","Core waste"
"2010-2011","Tas","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Paper & cardboard","C&I","Landfill","Disposal","29907","Core waste"
"2010-2011","Tas","Paper & cardboard","C&I","Landfill","Energy recovery","7129","Core waste"
"2010-2011","Tas","Paper & cardboard","C&I","Recycling","Recycling","34918","Core waste"
"2010-2011","Tas","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Paper & cardboard","MSW","Landfill","Disposal","17994","Core waste"
"2010-2011","Tas","Paper & cardboard","MSW","Landfill","Energy recovery","4289","Core waste"
"2010-2011","Tas","Paper & cardboard","MSW","Recycling","Recycling","41849","Core waste"
"2010-2011","Tas","Plastics","C&D","Landfill","Disposal","1045","Core waste"
"2010-2011","Tas","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Plastics","C&I","Landfill","Disposal","47393","Core waste"
"2010-2011","Tas","Plastics","C&I","Recycling","Recycling","3386","Core waste"
"2010-2011","Tas","Plastics","MSW","Landfill","Disposal","26472","Core waste"
"2010-2011","Tas","Plastics","MSW","Recycling","Recycling","171","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","15688","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","2233","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","367","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","3751","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","534","Core waste"
"2010-2011","Tas","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","Tas","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2010-2011","Tas","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2010-2011","Tas","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Ash","C&I","Other disposal","Long-term storage","1458838.68065812","Non-core waste"
"2010-2011","Vic","Ash","C&I","Recycling","Recycling","0","Non-core waste"
"2010-2011","Vic","Biosolids","C&I","Other disposal","Disposal","287998.398588475","Core waste"
"2010-2011","Vic","Biosolids","C&I","Recycling","Recycling","155076.060778409","Core waste"
"2010-2011","Vic","Building and demolition materials","C&D","Landfill","Disposal","853913","Core waste"
"2010-2011","Vic","Building and demolition materials","C&D","Recycling","Recycling","3017826","Core waste"
"2010-2011","Vic","Building and demolition materials","C&I","Landfill","Disposal","194542","Core waste"
"2010-2011","Vic","Building and demolition materials","C&I","Recycling","Recycling","17829","Core waste"
"2010-2011","Vic","Building and demolition materials","MSW","Landfill","Disposal","35075","Core waste"
"2010-2011","Vic","Building and demolition materials","MSW","Recycling","Recycling","177396","Core waste"
"2010-2011","Vic","Glass","C&D","Landfill","Disposal","1067","Core waste"
"2010-2011","Vic","Glass","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Glass","C&I","Landfill","Disposal","33542","Core waste"
"2010-2011","Vic","Glass","C&I","Recycling","Recycling","79577","Core waste"
"2010-2011","Vic","Glass","MSW","Landfill","Disposal","75545","Core waste"
"2010-2011","Vic","Glass","MSW","Recycling","Recycling","115968","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Landfill","Disposal","302491.907607288","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Other disposal","Disposal","4.88102825591358","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Recycling","Recycling","1519.06652989211","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Treatment","Disposal","1548.16527091281","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2010-2011","Vic","Hazardous wastes","C&D","Treatment","Recycling","6192.66108365122","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","29059.9975087135","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Landfill","Disposal","232881.359142385","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Other disposal","Disposal","3638.09892456183","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Recycling","Recycling","308360.881292497","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Treatment","Disposal","61145.1074899041","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Treatment","Energy recovery","11231.7732617202","Core waste"
"2010-2011","Vic","Hazardous wastes","C&I","Treatment","Recycling","104877.234292796","Core waste"
"2010-2011","Vic","Metals","C&D","Landfill","Disposal","7472","Core waste"
"2010-2011","Vic","Metals","C&D","Recycling","Recycling","91162","Core waste"
"2010-2011","Vic","Metals","C&I","Landfill","Disposal","36896","Core waste"
"2010-2011","Vic","Metals","C&I","Recycling","Recycling","1065949","Core waste"
"2010-2011","Vic","Metals","MSW","Landfill","Disposal","45867","Core waste"
"2010-2011","Vic","Metals","MSW","Recycling","Recycling","232885","Core waste"
"2010-2011","Vic","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Organics","C&D","Landfill","Disposal","136584","Core waste"
"2010-2011","Vic","Organics","C&D","Landfill","Energy recovery","18188","Core waste"
"2010-2011","Vic","Organics","C&D","Recycling","Recycling","28695","Core waste"
"2010-2011","Vic","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Organics","C&I","Landfill","Disposal","529305","Core waste"
"2010-2011","Vic","Organics","C&I","Landfill","Energy recovery","99603","Core waste"
"2010-2011","Vic","Organics","C&I","Recycling","Recycling","367465","Core waste"
"2010-2011","Vic","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Organics","MSW","Landfill","Disposal","950742","Core waste"
"2010-2011","Vic","Organics","MSW","Landfill","Energy recovery","228303","Core waste"
"2010-2011","Vic","Organics","MSW","Recycling","Recycling","532650","Core waste"
"2010-2011","Vic","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Paper & cardboard","C&D","Landfill","Disposal","6702","Core waste"
"2010-2011","Vic","Paper & cardboard","C&D","Landfill","Energy recovery","1837","Core waste"
"2010-2011","Vic","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Paper & cardboard","C&I","Landfill","Disposal","247474","Core waste"
"2010-2011","Vic","Paper & cardboard","C&I","Landfill","Energy recovery","67818","Core waste"
"2010-2011","Vic","Paper & cardboard","C&I","Recycling","Recycling","897623","Core waste"
"2010-2011","Vic","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Paper & cardboard","MSW","Landfill","Disposal","230830","Core waste"
"2010-2011","Vic","Paper & cardboard","MSW","Landfill","Energy recovery","63257","Core waste"
"2010-2011","Vic","Paper & cardboard","MSW","Recycling","Recycling","315225","Core waste"
"2010-2011","Vic","Plastics","C&D","Landfill","Disposal","20280","Core waste"
"2010-2011","Vic","Plastics","C&D","Recycling","Recycling","3216","Core waste"
"2010-2011","Vic","Plastics","C&I","Landfill","Disposal","271688","Core waste"
"2010-2011","Vic","Plastics","C&I","Recycling","Recycling","86991","Core waste"
"2010-2011","Vic","Plastics","MSW","Landfill","Disposal","250918","Core waste"
"2010-2011","Vic","Plastics","MSW","Recycling","Recycling","55996","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","13470","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","406","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","1192","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","96256","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","12754","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","17590","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","44121","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","28726","Core waste"
"2010-2011","Vic","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","3892","Core waste"
"2010-2011","Vic","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","Vic","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2010-2011","Vic","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2010-2011","Vic","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Ash","C&I","Other disposal","Long-term storage","296372.479881966","Non-core waste"
"2010-2011","WA","Ash","C&I","Recycling","Recycling","712315.01303083","Non-core waste"
"2010-2011","WA","Biosolids","C&I","Other disposal","Disposal","12411.5056592672","Core waste"
"2010-2011","WA","Biosolids","C&I","Recycling","Recycling","98050.8947082113","Core waste"
"2010-2011","WA","Building and demolition materials","C&D","Landfill","Disposal","1391393","Core waste"
"2010-2011","WA","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Building and demolition materials","C&I","Landfill","Disposal","136592","Core waste"
"2010-2011","WA","Building and demolition materials","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Building and demolition materials","MSW","Landfill","Disposal","72669","Core waste"
"2010-2011","WA","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Glass","C&D","Landfill","Disposal","5446","Core waste"
"2010-2011","WA","Glass","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Glass","C&I","Landfill","Disposal","22888","Core waste"
"2010-2011","WA","Glass","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Glass","MSW","Landfill","Disposal","69209","Core waste"
"2010-2011","WA","Glass","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Landfill","Disposal","11147.7185311122","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Other disposal","Disposal","0","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Recycling","Recycling","1154.17076665864","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Treatment","Disposal","641.421842685833","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2010-2011","WA","Hazardous wastes","C&D","Treatment","Recycling","2565.68737074333","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","11495.3793399179","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Landfill","Disposal","101816.533787512","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Other disposal","Disposal","3071.94381521492","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Recycling","Recycling","397240.884672218","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Treatment","Disposal","24209.5493481435","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Treatment","Energy recovery","8167.5285391481","Core waste"
"2010-2011","WA","Hazardous wastes","C&I","Treatment","Recycling","37368.8515672947","Core waste"
"2010-2011","WA","Metals","C&D","Landfill","Disposal","60082","Core waste"
"2010-2011","WA","Metals","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Metals","C&I","Landfill","Disposal","25480","Core waste"
"2010-2011","WA","Metals","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Metals","MSW","Landfill","Disposal","20763","Core waste"
"2010-2011","WA","Metals","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Organics","C&D","Landfill","Disposal","126234","Core waste"
"2010-2011","WA","Organics","C&D","Landfill","Energy recovery","8813","Core waste"
"2010-2011","WA","Organics","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Organics","C&I","Landfill","Disposal","357820","Core waste"
"2010-2011","WA","Organics","C&I","Landfill","Energy recovery","40049","Core waste"
"2010-2011","WA","Organics","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Organics","MSW","Landfill","Disposal","595812","Core waste"
"2010-2011","WA","Organics","MSW","Landfill","Energy recovery","61669","Core waste"
"2010-2011","WA","Organics","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Paper & cardboard","C&D","Landfill","Disposal","44360","Core waste"
"2010-2011","WA","Paper & cardboard","C&D","Landfill","Energy recovery","6282","Core waste"
"2010-2011","WA","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Paper & cardboard","C&I","Landfill","Disposal","142156","Core waste"
"2010-2011","WA","Paper & cardboard","C&I","Landfill","Energy recovery","20132","Core waste"
"2010-2011","WA","Paper & cardboard","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Paper & cardboard","MSW","Landfill","Disposal","100028","Core waste"
"2010-2011","WA","Paper & cardboard","MSW","Landfill","Energy recovery","14166","Core waste"
"2010-2011","WA","Paper & cardboard","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Plastics","C&D","Landfill","Disposal","45476","Core waste"
"2010-2011","WA","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Plastics","C&I","Landfill","Disposal","207674","Core waste"
"2010-2011","WA","Plastics","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Plastics","MSW","Landfill","Disposal","89971","Core waste"
"2010-2011","WA","Plastics","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Disposal","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&D","Landfill","Energy recovery","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Disposal","68835","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&I","Landfill","Energy recovery","9692","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Disposal","12133","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","MSW","Landfill","Energy recovery","1708","Core waste"
"2010-2011","WA","Textiles, leather & rubber (excl. tyres)","MSW","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Unclassified materials","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","C&D","Landfill","Disposal","0","Core waste"
"2010-2011","WA","Unclassified materials","C&D","Landfill","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","C&D","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Unclassified materials","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","C&I","Landfill","Disposal","0","Core waste"
"2010-2011","WA","Unclassified materials","C&I","Landfill","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","C&I","Recycling","Recycling","0","Core waste"
"2010-2011","WA","Unclassified materials","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","MSW","Landfill","Disposal","0","Core waste"
"2010-2011","WA","Unclassified materials","MSW","Landfill","Energy recovery","0","Core waste"
"2010-2011","WA","Unclassified materials","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Biosolids","C&I","Other disposal","Disposal","21302.0463894607","Core waste"
"2009-2010","ACT","Biosolids","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Building and demolition materials","C&D","Landfill","Disposal","12976","Core waste"
"2009-2010","ACT","Building and demolition materials","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Building and demolition materials","C&I","Landfill","Disposal","1666","Core waste"
"2009-2010","ACT","Building and demolition materials","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Building and demolition materials","MSW","Landfill","Disposal","922","Core waste"
"2009-2010","ACT","Building and demolition materials","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Glass","C&D","Landfill","Disposal","531","Core waste"
"2009-2010","ACT","Glass","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Glass","C&I","Landfill","Disposal","3020","Core waste"
"2009-2010","ACT","Glass","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Glass","MSW","Landfill","Disposal","2699","Core waste"
"2009-2010","ACT","Glass","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Landfill","Disposal","266.14664304547","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Other disposal","Disposal","0.291348647145809","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Recycling","Recycling","1.32047354719605","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Treatment","Disposal","2.56393120126939","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Treatment","Energy recovery","0","Core waste"
"2009-2010","ACT","Hazardous wastes","C&D","Treatment","Recycling","9.54489760682959","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Energy from waste facility","Energy recovery","974.762631402018","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Landfill","Disposal","2573.01200021038","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Other disposal","Disposal","153.841978400295","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Recycling","Recycling","4621.32179100796","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Treatment","Disposal","819.105326011399","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Treatment","Energy recovery","142.200143726228","Core waste"
"2009-2010","ACT","Hazardous wastes","C&I","Treatment","Recycling","1243.30918641431","Core waste"
"2009-2010","ACT","Metals","C&D","Landfill","Disposal","2005","Core waste"
"2009-2010","ACT","Metals","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Metals","C&I","Landfill","Disposal","2864","Core waste"
"2009-2010","ACT","Metals","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Metals","MSW","Landfill","Disposal","1742","Core waste"
"2009-2010","ACT","Metals","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Organics","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Organics","C&D","Landfill","Disposal","8608","Core waste"
"2009-2010","ACT","Organics","C&D","Landfill","Energy recovery","1006","Core waste"
"2009-2010","ACT","Organics","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Organics","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Organics","C&I","Landfill","Disposal","24728","Core waste"
"2009-2010","ACT","Organics","C&I","Landfill","Energy recovery","3907","Core waste"
"2009-2010","ACT","Organics","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Organics","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Organics","MSW","Landfill","Disposal","27088","Core waste"
"2009-2010","ACT","Organics","MSW","Landfill","Energy recovery","8779","Core waste"
"2009-2010","ACT","Organics","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Paper & cardboard","C&D","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Paper & cardboard","C&D","Landfill","Disposal","1385","Core waste"
"2009-2010","ACT","Paper & cardboard","C&D","Landfill","Energy recovery","738","Core waste"
"2009-2010","ACT","Paper & cardboard","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Paper & cardboard","C&I","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Paper & cardboard","C&I","Landfill","Disposal","15967","Core waste"
"2009-2010","ACT","Paper & cardboard","C&I","Landfill","Energy recovery","8503","Core waste"
"2009-2010","ACT","Paper & cardboard","C&I","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Paper & cardboard","MSW","Energy from waste facility","Energy recovery","0","Core waste"
"2009-2010","ACT","Paper & cardboard","MSW","Landfill","Disposal","0","Core waste"
"2009-2010","ACT","Paper & cardboard","MSW","Landfill","Energy recovery","2801","Core waste"
"2009-2010","ACT","Paper & cardboard","MSW","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Plastics","C&D","Landfill","Disposal","2005","Core waste"
"2009-2010","ACT","Plastics","C&D","Recycling","Recycling","0","Core waste"
"2009-2010","ACT","Plastics","C&I","Landfill","Disposal","15359","Core waste"
"2009-2010","ACT","Plastics","C&I","Recycling","Recycling","685","Core waste"
